24481,0,5.0
24481,1,4.0
24481,2,19.0
24481,3,16.0
24481,4,2.0
24481,5,42.0
24481,6,13.0
24481,7,6.0
24481,8,5.0
24481,9,7.0
24481,10,8.0
24481,11,17.0
24481,12,9.0
24481,13,10.0
24481,334,1.0
24481,335,4.0
24481,336,16.0
24481,337,8.0
24481,14,29.0
24481,15,19.0
24481,16,24.0
24481,338,4.0
24481,17,14.0
24481,19,1.0
24481,20,7.0
24481,21,6.0
24481,22,6.0
24481,339,6.0
24481,23,7.0
24481,25,4.0
24481,26,20.0
24481,340,1.0
24481,27,6.0
24481,341,2.0
24481,342,1.0
24481,28,1.0
24481,30,10.0
24481,31,29.0
24481,32,1.0
24481,33,11.0
24481,34,1.0
24481,35,2.0
24481,36,2.0
24481,37,4.0
24481,38,6.0
24481,40,5.0
24481,41,97.0
24481,42,1.0
24481,343,2.0
24481,344,1.0
24481,43,5.0
24481,44,26.0
24481,45,1.0
24481,46,6.0
24481,47,2.0
24481,48,32.0
24481,345,1.0
24481,50,1.0
24481,51,8.0
24481,52,27.0
24481,346,5.0
24481,53,20.0
24481,347,1.0
24481,348,1.0
24481,54,8.0
24481,55,12.0
24481,349,2.0
24481,58,14.0
24481,350,6.0
24481,59,8.0
24481,351,3.0
24481,60,1.0
24481,61,1.0
24481,352,2.0
24481,62,1.0
24481,64,1.0
24481,65,56.0
24481,66,33.0
24481,67,8.0
24481,68,58.0
24481,353,1.0
24481,69,1.0
24481,70,7.0
24481,71,16.0
24481,72,1.0
24481,73,3.0
24481,74,3.0
24481,75,6.0
24481,76,65.0
24481,77,16.0
24481,354,2.0
24481,79,30.0
24481,80,33.0
24481,81,24.0
24481,82,21.0
24481,355,2.0
24481,83,5.0
24481,356,1.0
24481,357,1.0
24481,84,5.0
24481,85,3.0
24481,86,1.0
24481,87,16.0
24481,88,34.0
24481,89,7.0
24481,90,27.0
24481,91,6.0
24481,92,43.0
24481,93,13.0
24481,94,1.0
24481,98,19.0
24481,99,62.0
24481,358,1.0
24481,359,3.0
24481,101,2.0
24481,102,1.0
24481,103,7.0
24481,360,1.0
24481,361,5.0
24481,362,1.0
24481,363,2.0
24481,364,1.0
24481,365,11.0
24481,366,1.0
24481,105,2.0
24481,367,1.0
24481,106,1.0
24481,368,1.0
24481,108,36.0
24481,109,3.0
24481,110,42.0
24481,111,1.0
24481,112,26.0
24481,114,1.0
24481,115,6.0
24481,116,2.0
24481,369,11.0
24481,370,21.0
24481,117,8.0
24481,371,33.0
24481,118,1.0
24481,372,2.0
24481,123,1.0
24481,124,1.0
24481,373,1.0
24481,125,11.0
24481,374,2.0
24481,126,9.0
24481,127,5.0
24481,128,10.0
24481,375,2.0
24481,376,2.0
24481,129,10.0
24481,130,6.0
24481,131,6.0
24481,132,2.0
24481,133,8.0
24481,134,2.0
24481,135,5.0
24481,377,1.0
24481,136,9.0
24481,137,3.0
24481,378,2.0
24481,379,1.0
24481,380,25.0
24481,139,1.0
24481,140,3.0
24481,141,22.0
24481,381,1.0
24481,142,5.0
24481,382,2.0
24481,143,31.0
24481,383,2.0
24481,144,2.0
24481,145,3.0
24481,146,4.0
24481,147,2.0
24481,384,2.0
24481,148,13.0
24481,385,1.0
24481,150,3.0
24481,151,4.0
24481,152,1.0
24481,153,1.0
24481,154,4.0
24481,155,2.0
24481,156,6.0
24481,157,3.0
24481,160,2.0
24481,161,1.0
24481,162,1.0
24481,386,1.0
24481,164,11.0
24481,165,2.0
24481,168,40.0
24481,387,2.0
24481,388,1.0
24481,170,21.0
24481,171,14.0
24481,173,6.0
24481,174,2.0
24481,175,1.0
24481,389,7.0
24481,176,10.0
24481,177,9.0
24481,390,1.0
24481,178,7.0
24481,180,4.0
24481,182,1.0
24481,183,2.0
24481,184,1.0
24481,185,2.0
24481,391,1.0
24481,392,1.0
24481,393,1.0
24481,394,2.0
24481,395,5.0
24481,186,7.0
24481,396,3.0
24481,187,12.0
24481,397,6.0
24481,188,14.0
24481,398,4.0
24481,399,5.0
24481,189,7.0
24481,400,1.0
24481,401,4.0
24481,190,2.0
24481,402,21.0
24481,403,3.0
24481,191,27.0
24481,192,7.0
24481,404,2.0
24481,193,2.0
24481,194,11.0
24481,197,1.0
24481,198,1.0
24481,199,6.0
24481,405,5.0
24481,201,1.0
24481,202,3.0
24481,203,12.0
24481,204,4.0
24481,406,10.0
24481,407,1.0
24481,206,2.0
24481,207,10.0
24481,408,1.0
24481,409,3.0
24481,410,7.0
24481,211,9.0
24481,411,1.0
24481,212,2.0
24481,412,1.0
24481,413,1.0
24481,214,1.0
24481,414,7.0
24481,415,2.0
24481,416,1.0
24481,417,1.0
24481,418,1.0
24481,216,3.0
24481,419,1.0
24481,217,15.0
24481,420,1.0
24481,223,2.0
24481,224,3.0
24481,421,2.0
24481,422,1.0
24481,226,2.0
24481,423,10.0
24481,424,1.0
24481,227,3.0
24481,228,9.0
24481,425,1.0
24481,426,4.0
24481,229,7.0
24481,427,5.0
24481,428,1.0
24481,233,7.0
24481,429,4.0
24481,430,6.0
24481,431,1.0
24481,432,1.0
24481,433,2.0
24481,434,4.0
24481,435,1.0
24481,436,3.0
24481,238,2.0
24481,437,5.0
24481,438,1.0
24481,439,1.0
24481,440,1.0
24481,241,5.0
24481,441,1.0
24481,442,2.0
24481,242,5.0
24481,443,1.0
24481,444,1.0
24481,445,2.0
24481,446,1.0
24481,447,1.0
24481,448,1.0
24481,449,2.0
24481,450,4.0
24481,244,63.0
24481,451,3.0
24481,452,4.0
24481,245,3.0
24481,453,2.0
24481,246,3.0
